Amenity,Price,Category
Entire unit located on ground floor,5671.0,Standard
Entire unit wheelchair accessible,7647.2,Luxury
Entire vacation home,5400.0,Standard
Entire villa,7500.0,Standard
Executive lounge access,9650.0,Luxury
Extra long beds (> 6.5 ft),2219.714285714286,Basic
Fan,3777.222222222222,Standard
Flat-screen TV,8637.666666666666,Luxury
Fold-up bed,9000.0,Luxury
Free WiFi,5730.888888888889,Standard
Free toiletries,1827.2222222222222,Basic
Garden view,4638.5,Standard
Hairdryer,5833.285714285715,Standard
Hand sanitizer,9600.5,Luxury
Hardwood or parquet floors,4895.714285714285,Standard
Hearing accessible,344.0,Basic
Heating,2672.0,Standard
High chair,3975.0,Standard
Hot tub,15400.0,Luxury
Hypoallergenic,3997.3333333333335,Standard
Inner courtyard view,3552.0,Standard
Interconnecting room(s) available,6430.5,Standard
Internet facilities,16616.666666666668,Luxury
Iron,9026.166666666666,Luxury
Ironing facilities,6200.375,Standard
Lake view,4999.0,Standard
Landmark view,8685.8,Luxury
Laptop,3960.0,Standard
Laptop safe,8873.0,Luxury
Linens,6006.555555555556,Standard
Minibar,2640.8,Standard
Mosquito net,5011.222222222223,Standard
Mountain view,5084.666666666667,Standard
Outdoor dining area,8258.25,Luxury
Outdoor furniture,5131.0,Standard
Patio,4623.5,Standard
Pay-per-view channels,170.0,Basic
Pool view,10735.857142857143,Luxury
Pool with a view,12137.666666666666,Luxury
Private Bathroom,5635.333333333333,Standard
Private apartment in building,5054.0,Standard
Private entrance,4262.125,Standard
Private kitchen,5740.0,Standard
Private kitchenette,8833.0,Luxury
Private pool,4674.0,Standard
Private suite,2941.6666666666665,Standard
River view,8160.0,Luxury
Room with shared bathroom,5000.0,Standard
Safe,7011.0,Standard
Satellite channels,6487.375,Standard
Sea view,11515.625,Luxury
Semi-detached,3002.0,Standard
Shared toilet,3974.0,Standard
Single-room AC for guest accommodation,5693.285714285715,Standard
Sitting area,4888.0,Standard
Slippers,2418.6666666666665,Basic
Socket near the bed,4526.888888888889,Standard
Sofa bed,8511.57142857143,Luxury
Soundproof,6362.25,Standard
Spa tub,6745.0,Standard
Streaming service (like Netflix),10654.666666666666,Luxury
Suit press,419.6666666666667,Basic
TV,7561.666666666667,Standard
Tea/Coffee maker,3506.4444444444443,Standard
Telephone,11519.4,Luxury
Tent,119.0,Basic
Terrace,5492.75,Standard
Tile/Marble floor,5634.714285714285,Standard
Toaster,6698.125,Standard
Toilet paper,4350.777777777777,Standard
Towels,4860.222222222223,Standard
Towels/Sheets (extra fee),1354.0,Basic
Upper floors accessible by elevator,591.5,Basic
Upper floors accessible by stairs only,6353.428571428572,Standard
View,10314.0,Luxury
Wake-up service,5340.142857142857,Standard
Wake-up service/Alarm clock,8281.666666666666,Luxury
Wardrobe or closet,4805.333333333333,Standard
Washing machine,14310.25,Luxury
Wireless internet,9688.75,Luxury
iPod dock,3240.5,Standard
